no,file,question,source,url,what_to_verify,status(未確認/一致/不一致),checked_by,checked_on
384,384_inbound_ekiben-station-bento.md,Q. What do people get wrong about ekiben (station bento)?,JR East — Ekibenya Matsuri at Tokyo Station,https://www.jreast.co.jp/e/,The 1885 origin is the conventional account; product lists with the Japan Railway Ekiben Association; the end of Tokaido trolley service with JR Central (October 2023).,,,
385,385_inbound_convenience-store-services.md,Q. What do people get wrong about what a Japanese convenience store can do?,Seven Bank — International cards accepted at ATMs (English),https://www.sevenbank.co.jp/intlcard/,ATM fees and limits with Seven Bank / Lawson Bank; service availability varies by store and chain.,,,
385,385_inbound_convenience-store-services.md,Q. What do people get wrong about what a Japanese convenience store can do?,Japan Franchise Association — Convenience store statistics and services,https://www.jfa-fc.or.jp/,ATM fees and limits with Seven Bank / Lawson Bank; service availability varies by store and chain.,,,
385,385_inbound_convenience-store-services.md,Q. What do people get wrong about what a Japanese convenience store can do?,Yamato Transport — TA-Q-BIN drop-off at convenience stores,https://www.kuronekoyamato.co.jp/en/,ATM fees and limits with Seven Bank / Lawson Bank; service availability varies by store and chain.,,,
386,386_inbound_japanese-addresses-and-finding-places.md,Q. What do people get wrong about Japanese addresses and finding a place?,Ministry of Internal Affairs and Communications — Residential address indication system (住居表示制度),https://www.soumu.go.jp/main_sosiki/jichi_gyousei/,Address system with the Ministry of Internal Affairs and Communications (住居表示制度); postal codes with Japan Post.,,,
386,386_inbound_japanese-addresses-and-finding-places.md,Q. What do people get wrong about Japanese addresses and finding a place?,Japan Post — Postal code search (郵便番号検索),https://www.post.japanpost.jp/zipcode/,Address system with the Ministry of Internal Affairs and Communications (住居表示制度); postal codes with Japan Post.,,,
386,386_inbound_japanese-addresses-and-finding-places.md,Q. What do people get wrong about Japanese addresses and finding a place?,Kyoto City — Understanding Kyoto addresses (通り名),https://www.city.kyoto.lg.jp/,Address system with the Ministry of Internal Affairs and Communications (住居表示制度); postal codes with Japan Post.,,,
387,387_inbound_shinkansen-tickets-and-rail-passes.md,Q. What do people get wrong about Shinkansen tickets and rail passes?,"JR Group — Japan Rail Pass official site (prices, rules, Nozomi supplement)",https://japanrailpass.net/en/,Fares and pass prices with JR Group's Japan Rail Pass site and JR Central; regional pass prices change yearly.,,,
387,387_inbound_shinkansen-tickets-and-rail-passes.md,Q. What do people get wrong about Shinkansen tickets and rail passes?,JR Central — Smart EX online booking (English),https://smart-ex.jp/en/,Fares and pass prices with JR Group's Japan Rail Pass site and JR Central; regional pass prices change yearly.,,,
387,387_inbound_shinkansen-tickets-and-rail-passes.md,Q. What do people get wrong about Shinkansen tickets and rail passes?,JR East — Rail passes for visitors and eki-net booking,https://www.jreast.co.jp/multi/en/pass/,Fares and pass prices with JR Group's Japan Rail Pass site and JR Central; regional pass prices change yearly.,,,
388,388_inbound_peak-travel-periods.md,"Q. What do people get wrong about Golden Week, Obon and New Year travel?",Cabinet Office — National holidays (国民の祝日について),https://www8.cao.go.jp/chosei/shukujitsu/gaiyou.html,Holiday dates with the Cabinet Office's list of national holidays; passenger figures with JR Group's seasonal reports.,,,
388,388_inbound_peak-travel-periods.md,"Q. What do people get wrong about Golden Week, Obon and New Year travel?","JR Group — Passenger volumes during Golden Week, Obon and New Year (seasonal press releases)",https://www.jreast.co.jp/press/,Holiday dates with the Cabinet Office's list of national holidays; passenger figures with JR Group's seasonal reports.,,,
388,388_inbound_peak-travel-periods.md,"Q. What do people get wrong about Golden Week, Obon and New Year travel?",Japan Tourism Agency — Accommodation statistics (宿泊旅行統計調査),https://www.mlit.go.jp/kankocho/tokei_hakusyo/shukuhakutokei.html,Holiday dates with the Cabinet Office's list of national holidays; passenger figures with JR Group's seasonal reports.,,,
389,389_inbound_cherry-blossom-and-autumn-leaves.md,Q. What do people get wrong about cherry blossom and autumn foliage timing?,Japan Meteorological Agency — Cherry blossom first-bloom and full-bloom records (さくらの開花・満開日),https://www.data.jma.go.jp/sakura/data/,Bloom dates with the JMA's phenological records (さくらの開花日) and JMC forecasts; foliage timing with the same providers.,,,
389,389_inbound_cherry-blossom-and-autumn-leaves.md,Q. What do people get wrong about cherry blossom and autumn foliage timing?,Japan Meteorological Corporation — Cherry blossom and autumn foliage forecasts (English),https://n-kishou.com/corp/news-contents/sakura/,Bloom dates with the JMA's phenological records (さくらの開花日) and JMC forecasts; foliage timing with the same providers.,,,
389,389_inbound_cherry-blossom-and-autumn-leaves.md,Q. What do people get wrong about cherry blossom and autumn foliage timing?,Japan National Tourism Organization — Cherry blossom and autumn leaves guides,https://www.japan.travel/en/guide/cherry-blossom-forecast/,Bloom dates with the JMA's phenological records (さくらの開花日) and JMC forecasts; foliage timing with the same providers.,,,
390,390_inbound_photography-etiquette.md,Q. What do people get wrong about photography etiquette in Japan?,Kyoto City — Tourism manners and Gion photography rules (観光マナー),https://www.city.kyoto.lg.jp/,Gion rules with the Gion district council and Kyoto City; the 2023 voyeurism statute with the Ministry of Justice; drone rules with MLIT.,,,
390,390_inbound_photography-etiquette.md,Q. What do people get wrong about photography etiquette in Japan?,"Ministry of Justice — Act on punishment of photographing sexual images etc. (性的姿態撮影等処罰法, 2023)",https://www.moj.go.jp/,Gion rules with the Gion district council and Kyoto City; the 2023 voyeurism statute with the Ministry of Justice; drone rules with MLIT.,,,
390,390_inbound_photography-etiquette.md,Q. What do people get wrong about photography etiquette in Japan?,"Ministry of Land, Infrastructure, Transport and Tourism — Drone (unmanned aircraft) rules",https://www.mlit.go.jp/koku/koku_tk10_000003.html,Gion rules with the Gion district council and Kyoto City; the 2023 voyeurism statute with the Ministry of Justice; drone rules with MLIT.,,,
441,441_inbound_travelling-with-children.md,Q. What do people get wrong about travelling in Japan with children?,JR East — Fares for children (English),https://www.jreast.co.jp/e/,Fare rules with JR East and each operator; #8000 with MHLW; hotel child policies vary.,,,
441,441_inbound_travelling-with-children.md,Q. What do people get wrong about travelling in Japan with children?,"Ministry of Health, Labour and Welfare — Children's medical telephone consultation #8000",https://www.mhlw.go.jp/topics/2006/10/tp1010-3.html,Fare rules with JR East and each operator; #8000 with MHLW; hotel child policies vary.,,,
441,441_inbound_travelling-with-children.md,Q. What do people get wrong about travelling in Japan with children?,Japan National Tourism Organization — Travelling with children,https://www.japan.travel/en/plan/,Fare rules with JR East and each operator; #8000 with MHLW; hotel child policies vary.,,,
442,442_inbound_accessible-travel.md,Q. What do people get wrong about accessible travel in Japan?,"Ministry of Land, Infrastructure, Transport and Tourism — Barrier-free policy and statistics (バリアフリー)",https://www.mlit.go.jp/sogoseisaku/barrierfree/,Station accessibility figures with MLIT's barrier-free statistics; hotel room requirements with the 2019 amendment to the Barrier-Free Act enforcement order.,,,
442,442_inbound_accessible-travel.md,Q. What do people get wrong about accessible travel in Japan?,Japan National Tourism Organization — Accessible travel in Japan,https://www.japan.travel/en/accessible/,Station accessibility figures with MLIT's barrier-free statistics; hotel room requirements with the 2019 amendment to the Barrier-Free Act enforcement order.,,,
442,442_inbound_accessible-travel.md,Q. What do people get wrong about accessible travel in Japan?,JR East — Assistance for passengers with disabilities (English),https://www.jreast.co.jp/e/customer_support/,Station accessibility figures with MLIT's barrier-free statistics; hotel room requirements with the 2019 amendment to the Barrier-Free Act enforcement order.,,,
443,443_inbound_lost-property.md,Q. What do people get wrong about lost property in Japan?,"Tokyo Metropolitan Police Department — Lost and found (English), online search of found items",https://www.keishicho.metro.tokyo.lg.jp/multilingual/english/,Tokyo figures with the Tokyo Metropolitan Police Department's annual lost-property statistics; retention periods with the Lost Property Act.,,,
443,443_inbound_lost-property.md,Q. What do people get wrong about lost property in Japan?,JR East — Lost and found (English),https://www.jreast.co.jp/e/customer_support/lost.html,Tokyo figures with the Tokyo Metropolitan Police Department's annual lost-property statistics; retention periods with the Lost Property Act.,,,
443,443_inbound_lost-property.md,Q. What do people get wrong about lost property in Japan?,National Police Agency — Lost Property Act overview (遺失物法),https://www.npa.go.jp/,Tokyo figures with the Tokyo Metropolitan Police Department's annual lost-property statistics; retention periods with the Lost Property Act.,,,
444,444_inbound_atms-and-cash-withdrawal.md,Q. What do people get wrong about withdrawing cash in Japan?,Seven Bank — International cards at Seven Bank ATMs (English),https://www.sevenbank.co.jp/intlcard/,ATM acceptance and fees with Seven Bank and Japan Post Bank; cashless ratio with METI's annual figures.,,,
444,444_inbound_atms-and-cash-withdrawal.md,Q. What do people get wrong about withdrawing cash in Japan?,Japan Post Bank — ATM service for overseas cards (English),https://www.jp-bank.japanpost.jp/en/,ATM acceptance and fees with Seven Bank and Japan Post Bank; cashless ratio with METI's annual figures.,,,
444,444_inbound_atms-and-cash-withdrawal.md,Q. What do people get wrong about withdrawing cash in Japan?,"Ministry of Economy, Trade and Industry — Cashless payment ratio statistics",https://www.meti.go.jp/policy/mono_info_service/cashless/,ATM acceptance and fees with Seven Bank and Japan Post Bank; cashless ratio with METI's annual figures.,,,
445,445_inbound_dining-alone-and-counter-culture.md,Q. What do people get wrong about eating alone in Japan?,Statistics Bureau of Japan — 2020 Population Census (household composition),https://www.stat.go.jp/data/kokusei/2020/,Household figures with the 2020 census; solo-eating surveys are private polls.,,,
445,445_inbound_dining-alone-and-counter-culture.md,Q. What do people get wrong about eating alone in Japan?,"Ministry of Agriculture, Forestry and Fisheries — Survey on eating habits (孤食・共食)",https://www.maff.go.jp/j/syokuiku/,Household figures with the 2020 census; solo-eating surveys are private polls.,,,
445,445_inbound_dining-alone-and-counter-culture.md,Q. What do people get wrong about eating alone in Japan?,Japan National Tourism Organization — Dining in Japan,https://www.japan.travel/en/guide/dining-etiquette/,Household figures with the 2020 census; solo-eating surveys are private polls.,,,
446,446_inbound_buying-electronics-and-cameras.md,Q. What do people get wrong about buying electronics and cameras in Japan?,National Tax Agency — Tax-free shopping for visitors (general goods),https://www.nta.go.jp/taxes/shiraberu/taxanswer/shohi/6551.htm,Tax-free procedure with the National Tax Agency; battery rules with your airline; model-specific details with the manufacturer.,,,
446,446_inbound_buying-electronics-and-cameras.md,Q. What do people get wrong about buying electronics and cameras in Japan?,"Ministry of Land, Infrastructure, Transport and Tourism (Civil Aviation Bureau) — Lithium batteries on aircraft",https://www.mlit.go.jp/koku/15_bf_000006.html,Tax-free procedure with the National Tax Agency; battery rules with your airline; model-specific details with the manufacturer.,,,
446,446_inbound_buying-electronics-and-cameras.md,Q. What do people get wrong about buying electronics and cameras in Japan?,Japan Customs — Duty on returning residents' purchases (your home customs applies),https://www.customs.go.jp/english/,Tax-free procedure with the National Tax Agency; battery rules with your airline; model-specific details with the manufacturer.,,,
447,447_inbound_japanese-hospitals-for-visitors.md,Q. What do people get wrong about seeing a doctor in Japan as a visitor?,Japan National Tourism Organization — Medical institutions search and Japan Visitor Hotline,https://www.jnto.go.jp/emergency/eng/mi_guide.html,Hotline number and clinic search with JNTO; fee schedule and the surcharge for uninsured foreign patients with MHLW guidance; #7119 coverage with FDMA.,,,
447,447_inbound_japanese-hospitals-for-visitors.md,Q. What do people get wrong about seeing a doctor in Japan as a visitor?,"Ministry of Health, Labour and Welfare — Guidance for medical institutions receiving foreign patients (訪日外国人旅行者等への医療提供)",https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000173230.html,Hotline number and clinic search with JNTO; fee schedule and the surcharge for uninsured foreign patients with MHLW guidance; #7119 coverage with FDMA.,,,
447,447_inbound_japanese-hospitals-for-visitors.md,Q. What do people get wrong about seeing a doctor in Japan as a visitor?,Fire and Disaster Management Agency — #7119 emergency consultation,https://www.fdma.go.jp/mission/enrichment/appropriate/appropriate007.html,Hotline number and clinic search with JNTO; fee schedule and the surcharge for uninsured foreign patients with MHLW guidance; #7119 coverage with FDMA.,,,
448,448_inbound_ryokan-and-hotel-cancellation-rules.md,Q. What do people get wrong about hotel and restaurant cancellation rules in Japan?,"Ministry of Economy, Trade and Industry — Guidelines on restaurant no-shows (No show 対策レポート, 2018)",https://www.meti.go.jp/press/2018/11/20181101003/20181101003.html,METI no-show guidance (2018) and industry estimates; individual property policies always govern.,,,
448,448_inbound_ryokan-and-hotel-cancellation-rules.md,Q. What do people get wrong about hotel and restaurant cancellation rules in Japan?,Consumer Affairs Agency — Consumer Contract Act (cancellation charges),https://www.caa.go.jp/policies/policy/consumer_system/consumer_contract_act/,METI no-show guidance (2018) and industry estimates; individual property policies always govern.,,,
448,448_inbound_ryokan-and-hotel-cancellation-rules.md,Q. What do people get wrong about hotel and restaurant cancellation rules in Japan?,Japan Ryokan and Hotel Association — Standard terms and conditions (宿泊約款),https://www.ryokan.or.jp/english/,METI no-show guidance (2018) and industry estimates; individual property policies always govern.,,,
449,449_inbound_tattoos-gyms-and-pools.md,"Q. What do people get wrong about tattoos at gyms, pools and beaches in Japan?","Japan Tourism Agency — Guidance to bathing facilities on tattooed visitors (入れ墨がある外国人旅行者の入浴に関する対応, 2016)",https://www.mlit.go.jp/kankocho/,The 2020 Supreme Court ruling; JTA guidance (2016); venue policies change — check each.,,,
449,449_inbound_tattoos-gyms-and-pools.md,"Q. What do people get wrong about tattoos at gyms, pools and beaches in Japan?",Supreme Court of Japan — Decision on tattooing and the Medical Practitioners Act (2020),https://www.courts.go.jp/,The 2020 Supreme Court ruling; JTA guidance (2016); venue policies change — check each.,,,
449,449_inbound_tattoos-gyms-and-pools.md,"Q. What do people get wrong about tattoos at gyms, pools and beaches in Japan?",Japan National Tourism Organization — Tattoo-friendly onsen and bathing information,https://www.japan.travel/en/guide/onsen-etiquette/,The 2020 Supreme Court ruling; JTA guidance (2016); venue policies change — check each.,,,
450,450_inbound_gift-wrapping-and-omiyage-etiquette-for-visitors.md,Q. What do people get wrong about buying omiyage and having gifts wrapped in Japan?,Japan National Tourism Organization — Souvenirs and omiyage culture,https://www.japan.travel/en/guide/shopping/,Market size estimates are industry figures; customs rules with your destination.,,,
450,450_inbound_gift-wrapping-and-omiyage-etiquette-for-visitors.md,Q. What do people get wrong about buying omiyage and having gifts wrapped in Japan?,National Tax Agency — Tax-free shopping (consumables),https://www.nta.go.jp/taxes/shiraberu/taxanswer/shohi/6551.htm,Market size estimates are industry figures; customs rules with your destination.,,,
450,450_inbound_gift-wrapping-and-omiyage-etiquette-for-visitors.md,Q. What do people get wrong about buying omiyage and having gifts wrapped in Japan?,"Ministry of Agriculture, Forestry and Fisheries — Animal and plant quarantine: taking food out of Japan",https://www.maff.go.jp/aqs/,Market size estimates are industry figures; customs rules with your destination.,,,
501,501_inbound_cycling-rules-for-visitors.md,"Q. Can I rent a bicycle in Japan, and what are the rules I might not expect?",National Police Agency — Bicycle safety rules and the 2024 amendments to the Road Traffic Act,https://www.npa.go.jp/bureau/traffic/bicycle/,Penalty amounts under the November 2024 Road Traffic Act amendment; helmet rule (April 2023); share-cycle prices per operator app.,,,
501,501_inbound_cycling-rules-for-visitors.md,"Q. Can I rent a bicycle in Japan, and what are the rules I might not expect?",Tokyo Metropolitan Police — Bicycle riding rules and impound (removal) procedures,https://www.keishicho.metro.tokyo.lg.jp/kotsu/jikoboshi/bicycle/,Penalty amounts under the November 2024 Road Traffic Act amendment; helmet rule (April 2023); share-cycle prices per operator app.,,,
501,501_inbound_cycling-rules-for-visitors.md,"Q. Can I rent a bicycle in Japan, and what are the rules I might not expect?",Japan Tourism Agency / JNTO — Cycling in Japan (rules for visitors),https://www.japan.travel/en/guide/cycling/,Penalty amounts under the November 2024 Road Traffic Act amendment; helmet rule (April 2023); share-cycle prices per operator app.,,,
502,502_inbound_climbing-mount-fuji-safely.md,Q. Can anyone climb Mount Fuji? What do first-timers get wrong?,"Official Mt. Fuji Climbing website (Yamanashi and Shizuoka prefectures, Ministry of the Environment) — rules, fees, trail status",https://www.fujisan-climb.jp/en/,"2025 fee (¥4,000) and Yoshida gate hours/cap with the official climbing site; climber numbers and altitude-sickness share with prefectural reports.",,,
502,502_inbound_climbing-mount-fuji-safely.md,Q. Can anyone climb Mount Fuji? What do first-timers get wrong?,"Yamanashi Prefecture — Yoshida Trail regulations 2024–2025 (gate hours, daily cap, fee)",https://www.pref.yamanashi.jp/english/,"2025 fee (¥4,000) and Yoshida gate hours/cap with the official climbing site; climber numbers and altitude-sickness share with prefectural reports.",,,
502,502_inbound_climbing-mount-fuji-safely.md,Q. Can anyone climb Mount Fuji? What do first-timers get wrong?,Japan Meteorological Agency — Mountain weather and warnings,https://www.jma.go.jp/jma/indexe.html,"2025 fee (¥4,000) and Yoshida gate hours/cap with the official climbing site; climber numbers and altitude-sickness share with prefectural reports.",,,
503,503_inbound_beaches-and-swimming-safety.md,"Q. Are Japanese beaches safe for swimming? Jellyfish, rip currents and the rules","Japan Coast Guard — Marine leisure safety (rip currents, seasonal hazards)",https://www.kaiho.mlit.go.jp/e/,Annual water-death figures with National Police Agency statistics; number of designated beaches with the Ministry of the Environment; jellyfish first aid with Okinawa prefectural guidance.,,,
503,503_inbound_beaches-and-swimming-safety.md,"Q. Are Japanese beaches safe for swimming? Jellyfish, rip currents and the rules",Ministry of the Environment — Bathing beach water quality survey (designated beaches),https://www.env.go.jp/water/,Annual water-death figures with National Police Agency statistics; number of designated beaches with the Ministry of the Environment; jellyfish first aid with Okinawa prefectural guidance.,,,
503,503_inbound_beaches-and-swimming-safety.md,"Q. Are Japanese beaches safe for swimming? Jellyfish, rip currents and the rules",Okinawa Prefecture — Dangerous marine animals (habu-kurage) first aid,https://www.pref.okinawa.jp/english/,Annual water-death figures with National Police Agency statistics; number of designated beaches with the Ministry of the Environment; jellyfish first aid with Okinawa prefectural guidance.,,,
504,504_inbound_snow-country-and-winter-sports.md,"Q. Visiting Japan in winter: what do people get wrong about snow, skiing and getting around?",Japan Meteorological Agency — Snow depth statistics and heavy-snow warnings,https://www.jma.go.jp/jma/indexe.html,Snowfall averages and Sapporo fall-injury counts with JMA and Sapporo City data; lift-pass and rescue cost ranges with current resort and insurer information.,,,
504,504_inbound_snow-country-and-winter-sports.md,"Q. Visiting Japan in winter: what do people get wrong about snow, skiing and getting around?","Sapporo City — Winter walking safety (""Tsuru-tsuru"" ice information)",https://tsurutsuru.jp/,Snowfall averages and Sapporo fall-injury counts with JMA and Sapporo City data; lift-pass and rescue cost ranges with current resort and insurer information.,,,
504,504_inbound_snow-country-and-winter-sports.md,"Q. Visiting Japan in winter: what do people get wrong about snow, skiing and getting around?",Japan Avalanche Network — Backcountry advisories and resort rules,https://nadare.jp/,Snowfall averages and Sapporo fall-injury counts with JMA and Sapporo City data; lift-pass and rescue cost ranges with current resort and insurer information.,,,
505,505_inbound_restaurant-hours-and-last-orders.md,"Q. Why did the restaurant turn me away at 8:30 pm? Opening hours, last orders and closing days in Japan","Japan National Tourism Organization — Dining in Japan: hours, reservations and etiquette",https://www.japan.travel/en/guide/dining-etiquette/,"Typical hour patterns are editorial generalisations; verify with current listings. Seasonal closure periods (Golden Week, Obon, New Year) vary by establishment.",,,
505,505_inbound_restaurant-hours-and-last-orders.md,"Q. Why did the restaurant turn me away at 8:30 pm? Opening hours, last orders and closing days in Japan","Ministry of Health, Labour and Welfare — Restaurant licensing and business-hours framework (Food Sanitation Act)",https://www.mhlw.go.jp/english/,"Typical hour patterns are editorial generalisations; verify with current listings. Seasonal closure periods (Golden Week, Obon, New Year) vary by establishment.",,,
505,505_inbound_restaurant-hours-and-last-orders.md,"Q. Why did the restaurant turn me away at 8:30 pm? Opening hours, last orders and closing days in Japan","Tabelog — Restaurant listing standards (opening hours, teikyūbi)",https://tabelog.com/en/,"Typical hour patterns are editorial generalisations; verify with current listings. Seasonal closure periods (Golden Week, Obon, New Year) vary by establishment.",,,
506,506_inbound_sake-shochu-and-drinking-rules.md,"Q. What should visitors know about drinking in Japan? Sake, shōchū, the legal age and where you can drink",National Police Agency — Drink-driving penalties and the Road Traffic Act,https://www.npa.go.jp/english/,Shibuya ordinance hours (2024) with the city; drink-driving thresholds and penalties with the NPA; ABV ranges with the NTA liquor classifications.,,,
506,506_inbound_sake-shochu-and-drinking-rules.md,"Q. What should visitors know about drinking in Japan? Sake, shōchū, the legal age and where you can drink",Shibuya City — Ordinance restricting street drinking in the Shibuya station area (2024),https://www.city.shibuya.tokyo.jp/,Shibuya ordinance hours (2024) with the city; drink-driving thresholds and penalties with the NPA; ABV ranges with the NTA liquor classifications.,,,
506,506_inbound_sake-shochu-and-drinking-rules.md,"Q. What should visitors know about drinking in Japan? Sake, shōchū, the legal age and where you can drink","National Tax Agency — Liquor tax classifications (sake, shōchū, beer categories)",https://www.nta.go.jp/english/,Shibuya ordinance hours (2024) with the city; drink-driving thresholds and penalties with the NPA; ABV ranges with the NTA liquor classifications.,,,
507,507_inbound_oversized-luggage-on-shinkansen.md,Q. Can I take a big suitcase on the shinkansen? The oversized-baggage rule,"JR Central — Oversized baggage on the Tokaido Shinkansen (rules, reservation, fee)",https://global.jr-central.co.jp/en/info/oversized-baggage/,"Current fee (¥1,000) and the exact list of lines with JR Central/West/Kyushu pages; check whether Hokuriku extension segments have adopted the rule.",,,
507,507_inbound_oversized-luggage-on-shinkansen.md,Q. Can I take a big suitcase on the shinkansen? The oversized-baggage rule,JR West — Oversized baggage on the Sanyo and Hokuriku Shinkansen,https://www.westjr.co.jp/global/en/ticket/guide/baggage/,"Current fee (¥1,000) and the exact list of lines with JR Central/West/Kyushu pages; check whether Hokuriku extension segments have adopted the rule.",,,
507,507_inbound_oversized-luggage-on-shinkansen.md,Q. Can I take a big suitcase on the shinkansen? The oversized-baggage rule,JR Kyushu — Baggage rules on the Kyushu and Nishi-Kyushu Shinkansen,https://www.jrkyushu.co.jp/english/,"Current fee (¥1,000) and the exact list of lines with JR Central/West/Kyushu pages; check whether Hokuriku extension segments have adopted the rule.",,,
508,508_inbound_vacation-rentals-and-minpaku-rules.md,"Q. Renting a house or apartment in Japan (Airbnb, minpaku): what do visitors get wrong?",Japan Tourism Agency — Private Lodging Business Act (Minpaku Shinpō) portal and registration lookup,https://www.mlit.go.jp/kankocho/minpaku/en/,Kyoto residential-zone dates and the 800 m host-residence rule with the city; 180-night cap and passport-copy requirement with the JTA portal.,,,
508,508_inbound_vacation-rentals-and-minpaku-rules.md,"Q. Renting a house or apartment in Japan (Airbnb, minpaku): what do visitors get wrong?",Kyoto City — Minpaku ordinance (residential-zone period limits),https://www.city.kyoto.lg.jp/,Kyoto residential-zone dates and the 800 m host-residence rule with the city; 180-night cap and passport-copy requirement with the JTA portal.,,,
508,508_inbound_vacation-rentals-and-minpaku-rules.md,"Q. Renting a house or apartment in Japan (Airbnb, minpaku): what do visitors get wrong?","Ministry of Health, Labour and Welfare — Hotel Business Act and guest registration requirements",https://www.mhlw.go.jp/english/,Kyoto residential-zone dates and the 800 m host-residence rule with the city; 180-night cap and passport-copy requirement with the JTA portal.,,,
509,509_inbound_emergency-numbers-and-police-boxes.md,"Q. What are the emergency numbers in Japan, and what is a kōban?",National Police Agency — How to call the police (110) and the kōban system,https://www.npa.go.jp/english/,Kōban and chūzaisho counts with the NPA; #7119 coverage areas with the FDMA; the JNTO hotline number with the JNTO page.,,,
509,509_inbound_emergency-numbers-and-police-boxes.md,"Q. What are the emergency numbers in Japan, and what is a kōban?",Fire and Disaster Management Agency — Calling 119 in Japan (multilingual guide),https://www.fdma.go.jp/en/,Kōban and chūzaisho counts with the NPA; #7119 coverage areas with the FDMA; the JNTO hotline number with the JNTO page.,,,
509,509_inbound_emergency-numbers-and-police-boxes.md,"Q. What are the emergency numbers in Japan, and what is a kōban?",Japan National Tourism Organization — Japan Visitor Hotline and emergency information,https://www.japan.travel/en/plan/emergencies/,Kōban and chūzaisho counts with the NPA; #7119 coverage areas with the FDMA; the JNTO hotline number with the JNTO page.,,,
510,510_inbound_knives-and-fragile-souvenirs.md,Q. Buying a Japanese kitchen knife or ceramics: how do I get them home?,"Ministry of Land, Infrastructure, Transport and Tourism — Prohibited items in carry-on baggage (knives, blades)",https://www.mlit.go.jp/koku/15_bf_000006.html,Blade-length rule (6 cm) with the NPA; EMS prices and knife shipping restrictions with Japan Post and destination-country customs; 2026 tax-free changes with the NTA.,,,
510,510_inbound_knives-and-fragile-souvenirs.md,Q. Buying a Japanese kitchen knife or ceramics: how do I get them home?,National Police Agency — Swords and Firearms Control Law / carrying blades in public,https://www.npa.go.jp/english/,Blade-length rule (6 cm) with the NPA; EMS prices and knife shipping restrictions with Japan Post and destination-country customs; 2026 tax-free changes with the NTA.,,,
510,510_inbound_knives-and-fragile-souvenirs.md,Q. Buying a Japanese kitchen knife or ceramics: how do I get them home?,Japan Post — EMS international shipping of goods (prohibited and restricted items),https://www.post.japanpost.jp/int/ems/index_en.html,Blade-length rule (6 cm) with the NPA; EMS prices and knife shipping restrictions with Japan Post and destination-country customs; 2026 tax-free changes with the NTA.,,,
581,581_inbound_qr-payment-apps-for-visitors.md,Q. Can visitors use PayPay and other QR-code payment apps in Japan?,"Japan Tourism Agency / JNTO — Payment methods in Japan for visitors (cash, cards, IC cards, QR)",https://www.japan.travel/en/plan/money/,Current sign-up rules for PayPay and other domestic wallets; the list of Alipay+ partner wallets; Welcome Suica availability and the status of foreign-card top-ups in Apple Wallet.,,,
581,581_inbound_qr-payment-apps-for-visitors.md,Q. Can visitors use PayPay and other QR-code payment apps in Japan?,PayPay Corporation — Merchant acceptance of Alipay+ and overseas wallets,https://paypay.ne.jp/,Current sign-up rules for PayPay and other domestic wallets; the list of Alipay+ partner wallets; Welcome Suica availability and the status of foreign-card top-ups in Apple Wallet.,,,
581,581_inbound_qr-payment-apps-for-visitors.md,Q. Can visitors use PayPay and other QR-code payment apps in Japan?,JR East — Welcome Suica and Mobile Suica for visitors,https://www.jreast.co.jp/multi/en/welcomesuica/,Current sign-up rules for PayPay and other domestic wallets; the list of Alipay+ partner wallets; Welcome Suica availability and the status of foreign-card top-ups in Apple Wallet.,,,
582,582_inbound_highway-and-overnight-buses.md,Q. Are Japan's highway and overnight buses worth it? What visitors get wrong,"Ministry of Land, Infrastructure, Transport and Tourism — Intercity bus safety regulations and passenger statistics",https://www.mlit.go.jp/jidosha/,"Fare ranges with current operator listings (Willer, JR Bus); annual passenger figure with MLIT statistics; terminal names and stop locations for the current season.",,,
582,582_inbound_highway-and-overnight-buses.md,Q. Are Japan's highway and overnight buses worth it? What visitors get wrong,Nihon Bus Association — Highway bus guide (Kosoku Bus Net),https://www.bus.or.jp/,"Fare ranges with current operator listings (Willer, JR Bus); annual passenger figure with MLIT statistics; terminal names and stop locations for the current season.",,,
582,582_inbound_highway-and-overnight-buses.md,Q. Are Japan's highway and overnight buses worth it? What visitors get wrong,Japan National Tourism Organization — Travelling by highway bus,https://www.japan.travel/en/guide/highway-buses/,"Fare ranges with current operator listings (Willer, JR Bus); annual passenger figure with MLIT statistics; terminal names and stop locations for the current season.",,,
583,583_inbound_ferries-and-island-hopping.md,"Q. How do ferries work in Japan? Island-hopping, car ferries and the long-distance routes","Ministry of Land, Infrastructure, Transport and Tourism — Ferry routes and maritime passenger services (Maritime Bureau)",https://www.mlit.go.jp/maritime/,Fare ranges and voyage times with current operator timetables; JR Pass ferry coverage; Ogasawara sailing frequency.,,,
583,583_inbound_ferries-and-island-hopping.md,"Q. How do ferries work in Japan? Island-hopping, car ferries and the long-distance routes",Japan Long Course Ferry Service Association — Long-distance ferry routes and operators,https://www.jlc-ferry.jp/,Fare ranges and voyage times with current operator timetables; JR Pass ferry coverage; Ogasawara sailing frequency.,,,
583,583_inbound_ferries-and-island-hopping.md,"Q. How do ferries work in Japan? Island-hopping, car ferries and the long-distance routes",Japan National Tourism Organization — Ferries and island travel,https://www.japan.travel/en/guide/ferries/,Fare ranges and voyage times with current operator timetables; JR Pass ferry coverage; Ogasawara sailing frequency.,,,
