記事番号,棚,ファイル名,確認が必要な記述,検出バッチ,確認結果（OK／要修正）,確認者,確認日
255,trend,255_trend_types-of-vinegar.md,開封後「6か月〜1年」で使い切る目安。メーカー案内では冷暗所で約6か月・冷蔵で約1年とする例があり、おおむね整合するが公的資料はない。,jr_042,,,
256,trend,256_trend_umeboshi.md,「1日1〜2個」という摂取量の目安の公的根拠,jr_043,,,
256,trend,256_trend_umeboshi.md,出典URL（消費者庁 食品表示基準／農水省 自然毒／文科省 成分表）の到達可否。なお成分表は2026年9月時点でも「八訂 増補2023年」が最新で、記載は古くない,jr_043,,,
256,trend,256_trend_umeboshi.md,梅干し1個（約10g）の食塩相当量が白干しで約2g（成分表の「うめ／梅干し／塩漬」22.1g/100gと整合するが、原表の値そのものは未確認）,jr_043,,,
257,trend,257_trend_deep-frying-safety.md,「こんろ火災の内容は天ぷら油の過熱・放置が最多、その場を離れたケースが大半」という東京消防庁の分類の最新年,jr_043,,,
257,trend,257_trend_deep-frying-safety.md,食用油の発煙点「約230〜250℃」の出典（消防庁・NITEの原典で未確認）,jr_043,,,
258,trend,258_trend_toaster-oven-safety.md,"オーブントースターの消費電力1,000〜1,400W、ヒーター表面が数百℃という数値の一次資料",jr_043,,,
258,trend,258_trend_toaster-oven-safety.md,クッキングシートの耐熱温度250℃（メーカー表示では「250℃・20分」が主流という情報はあるが、公的資料は未確認）,jr_043,,,
259,trend,259_trend_slow-cooking-food-safety.md,ウェルシュ菌食中毒の年間件数「20〜30件」の令和6年確定値,jr_043,,,
259,trend,259_trend_slow-cooking-food-safety.md,芽胞が「100℃で数時間加熱しても生き残る」の一次資料（100℃1〜6時間耐性という記述は複数二次情報にあり）,jr_043,,,
260,trend,260_trend_camp-cooking-safety.md,「炎天下では2時間で危険」「残り物は持ち帰らず処分が原則」の公的根拠,jr_043,,,
260,trend,260_trend_camp-cooking-safety.md,テント内CO中毒の死亡事故が「毎年」発生しているという消費者庁・NITEの年次データ,jr_043,,,
260,trend,260_trend_camp-cooking-safety.md,出典URL https://www.mhlw.go.jp/www1/houdou/0903/h0331-1.html が現在も有効か（平成9年の報道発表ページ）,jr_043,,,
271,wisdom,271_wisdom_carrying-a-handkerchief.md,「a hand towel is the most common small gift」（小さな贈り物として最多という順位）,jr_044,,,
271,wisdom,271_wisdom_carrying-a-handkerchief.md,「the habit is taught at 3」（3歳から指導という開始年齢）,jr_044,,,
271,wisdom,271_wisdom_carrying-a-handkerchief.md,コロナ後にハンドドライヤーの多くが再稼働していない、という現状（統計が見つからず）,jr_044,,,
271,wisdom,271_wisdom_carrying-a-handkerchief.md,"ハンドタオルは約25×25cm、¥300–1,000という規格・価格帯",jr_044,,,
271,wisdom,271_wisdom_carrying-a-handkerchief.md,駅の混雑したトイレなら1日数万枚のペーパータオルを消費する、という試算,jr_044,,,
272,wisdom,272_wisdom_dehumidifiers.md,デシカント式が日本の冬の販売を「dominate」するという市場データ,jr_044,,,
272,wisdom,272_wisdom_dehumidifiers.md,デシカント式の室温上昇「3–8℃」（メーカー系情報は3〜7℃が多い）,jr_044,,,
272,wisdom,272_wisdom_dehumidifiers.md,消費電力レンジ（コンプレッサー150–300W、デシカント300–700W）の出典,jr_044,,,
273,wisdom,273_wisdom_newspaper-for-windows.md,インクの油分が薄膜となり「数日間ホコリを寄せつけない」という効果,jr_044,,,
273,wisdom,273_wisdom_newspaper-for-windows.md,新聞紙の洗浄力をタンニン・リグニンで説明する記述（家庭向け記事に多いが一次情報なし）,jr_044,,,
273,wisdom,273_wisdom_newspaper-for-windows.md,日本の新聞インキが現在ほぼ大豆油・植物油系である比率（1985年に大豆インキ開発は確認できたが現行比率は未確認）,jr_044,,,
274,wisdom,274_wisdom_daily-tidying-reset.md,「every object has an address（定位置管理）」を日本の整理収納文献の原則とする出典,jr_044,,,
274,wisdom,274_wisdom_daily-tidying-reset.md,夜のリセットの所要時間「5〜15分」および「1週間放置で1時間」という比較,jr_044,,,
275,wisdom,275_wisdom_shoe-cabinets.md,下駄箱内部の湿度が6月・9月に70%を超えることが多い、という実測値,jr_044,,,
275,wisdom,275_wisdom_shoe-cabinets.md,出典の日本皮革産業連合会（jlia.or.jp）にある靴の手入れ・保管ページの具体的な所在,jr_044,,,
275,wisdom,275_wisdom_shoe-cabinets.md,新築住宅における天井までの下駄箱・シューズインクロークの採用率（統計が見当たらず）,jr_044,,,
276,wisdom,276_wisdom_insect-prevention.md,"Aerosol insecticide near a gas flame or pilot light 'has caused fires' — plausible and on product labels, but no NITE/FDMA incident data checked.",jr_045,,,
276,wisdom,276_wisdom_insect-prevention.md,"Insecticides for hygiene pests are quasi-drugs while products for ants and centipedes are regulated as household goods (雑貨) — broadly consistent with the 防除用医薬部外品 applicable-pest list, but not confirmed against an MHLW notice.",jr_045,,,
276,wisdom,276_wisdom_insect-prevention.md,"Mosquito season 'June–October' and the practice of placing cockroach bait stations preventively in May — customary, no official source found.",jr_045,,,
277,wisdom,277_wisdom_community-boards-and-kairanban.md,"Associations typically comprise 50–500 households; kairanban should be passed on 'within a day'; MIC has published guidance specifically on easing participation for renters, single people and foreign residents.",jr_045,,,
277,wisdom,277_wisdom_community-boards-and-kairanban.md,Non-members 'often may still use the collection point' — the legal position varies by municipality and has been litigated; not verified.,jr_045,,,
278,wisdom,278_wisdom_torches-and-radios.md,'Battery-free LED lanterns that run on salt water' are sold in Japan — product exists but not confirmed as a disaster-kit staple.,jr_045,,,
278,wisdom,278_wisdom_torches-and-radios.md,Battery rotation 'every 2–3 years' — alkaline cells are normally marked with a 5–10 year use-by; the 2–3 year figure looks like a habit rather than a standard.,jr_045,,,
278,wisdom,278_wisdom_torches-and-radios.md,Post-earthquake fires caused by candles as a documented secondary-disaster cause — widely stated (通電火災 is the better-documented case); no FDMA figure checked.,jr_045,,,
279,wisdom,279_wisdom_reading-a-japanese-food-label.md,要冷蔵 always means 10°C以下 — the temperature is set per product and is often but not always 10°C; 冷凍 −18°C以下 matches the standard.,jr_045,,,
279,wisdom,279_wisdom_reading-a-japanese-food-label.md,"賞味期限 applies to foods keeping 'more than ~5 days' — the roughly-5-day line is the conventional rule of thumb, not a figure in the Food Labelling Standards.",jr_045,,,
280,wisdom,280_wisdom_warranty-and-repair-culture.md,"'Unstamped warranty cards may be refused' — common practice, but no manufacturer or CAA statement checked.",jr_045,,,
280,wisdom,280_wisdom_warranty-and-repair-culture.md,"Extended warranties cost 5–10% of the price and cover 3–5 years; station shoe kiosks re-heel in 10 minutes for ¥1,000–2,500; umbrella ribs replaced for a few hundred yen — retailer-specific, no source.",jr_045,,,
281,beauty,281_beauty_makeup-primer.md,「下地の後1〜2分置くとファンデがよれにくい」の根拠。メーカー案内レベルで、公的資料・査読文献は未確認。,jr_046,,,
281,beauty,281_beauty_makeup-primer.md,「下地＋ファンデのSPFは足し算にならない」の根拠となる一次資料（JCIA SPF測定法基準の該当記述）を本文で確認できていない。,jr_046,,,
282,beauty,282_beauty_eyebrow-grooming.md,「繰り返し抜くと毛根が弱り生えにくくなる」の定量的根拠（牽引性脱毛の一般論としては説明されるが、眉での発生率・回数の一次資料は未確認）。,jr_046,,,
282,beauty,282_beauty_eyebrow-grooming.md,出典URL https://www.mhlw.go.jp/web/t_doc?dataId=00tb2224&dataType=1 が医政医発第105号（平成13年11月8日）の本文を指しているか（dataId の妥当性）。通知の存在・番号・日付自体は確認済み。,jr_046,,,
282,beauty,282_beauty_eyebrow-grooming.md,眉ティントのパッチテストを「48時間前」とする根拠。48時間は日本皮膚科学会のヘアカラー（染毛剤）向け案内に由来し、眉ティント製品への適用は各製品の使用上の注意による。,jr_046,,,
283,beauty,283_beauty_midday-makeup-touch-up.md,「一般の化粧水を霧吹きに移すと雑菌が増えやすい」の一次資料。,jr_046,,,
283,beauty,283_beauty_midday-makeup-touch-up.md,メイク直し手順（皮脂を押さえる→乳液でならす→部分的に足す）と「5分程度」という所要時間。業界・メーカー案内に基づく一般論で、公的資料の裏付けなし。,jr_046,,,
284,beauty,284_beauty_scalp-care.md,「1日50〜100本の抜け毛は正常」の一次資料。二次情報は多数（AGAガイドライン2017年版を引用するものが多い）だがガイドライン本文での該当記述は未確認。,jr_046,,,
284,beauty,284_beauty_scalp-care.md,「頭皮の皮脂は顔のTゾーンより多い」の出典。,jr_046,,,
285,beauty,285_beauty_hairbrush-care.md,「獣毛ブラシは静電気が起きにくく皮脂を髪に均等に広げる」の測定データ。,jr_046,,,
285,beauty,285_beauty_hairbrush-care.md,素材別の洗浄頻度（プラスチック週1回、獣毛月1回程度）および耐用年数（プラスチック1〜2年、獣毛10年）。ブラシメーカー案内に基づく目安で、公的・業界共通基準は未確認。,jr_046,,,
286,beauty,286_beauty_heels-and-elbows.md,「かかとには皮脂腺がなく、汗腺のみ」— 足底に皮脂腺がなくエクリン汗腺のみという解剖学的記述を裏づける一次資料に到達できなかった（一般に正しいとされる記述）。,jr_047,,,
286,beauty,286_beauty_heels-and-elbows.md,「ひじ・ひざの黒ずみはこするほど濃くなる」という摩擦黒皮症の機序について、学会等の一次資料。,jr_047,,,
286,beauty,286_beauty_heels-and-elbows.md,「削る頻度は週1回以内」「スクラブは月数回まで」という具体的な頻度の公的な根拠。,jr_047,,,
286,beauty,286_beauty_heels-and-elbows.md,「日本皮膚科学会は、保湿しても改善しないかかとのひび割れは皮膚科で検査を勧めています」— 学会がこの趣旨を明示した公式文書を特定できなかった。皮膚科医院の解説では「2〜3週間ケアして改善しなければKOH検査を」とされている。,jr_047,,,
287,beauty,287_beauty_storing-fragrance.md,「劣化の要因：熱（30℃以上）」の30℃という具体的な閾値の根拠。,jr_047,,,
287,beauty,287_beauty_storing-fragrance.md,「宅配便では陸送を条件に受け付ける会社がある」— 各社の最新の約款・取扱いを確認できていない。,jr_047,,,
287,beauty,287_beauty_storing-fragrance.md,「柑橘系は劣化が早く、ウッディ・オリエンタル系は長持ちする」傾向の定量的な根拠。,jr_047,,,
287,beauty,287_beauty_storing-fragrance.md,「香水は日本では化粧品（一部は雑貨）で、全成分表示の義務がある」— 雑貨扱いの範囲と全成分表示義務の対応関係を一次資料で確認できていない。,jr_047,,,
288,beauty,288_beauty_mens-skincare.md,「洗顔は1日2回まで」という回数の公的・学会的な根拠。,jr_047,,,
288,beauty,288_beauty_mens-skincare.md,「男性のシミ・皮膚がんのリスクは環境省マニュアルでも同様に扱われている」— 2020年版の該当箇所を確認できていない。,jr_047,,,
288,beauty,288_beauty_mens-skincare.md,「男性の皮脂は女性の約2倍、水分は女性より少ない」— 化粧品メーカー（花王・持田ヘルスケア等）の記載では「2〜3倍」「水分量は女性の30〜50%」と幅がある。皮膚科学の一次文献は特定できていない。,jr_047,,,
289,beauty,289_beauty_sunscreen-for-children.md,「つば7cm以上の帽子で顔への紫外線を約60%減らす」— 二次情報（つば3cmで約35%、7cmで約60%、10cmで約70%）とは整合するが、2020年版マニュアル本体の該当ページを確認できていない。,jr_047,,,
289,beauty,289_beauty_sunscreen-for-children.md,「ビタミンD生成に必要な紫外線は夏の晴天なら両手の甲に数分〜十数分」— 国立環境研究所の推計は季節・緯度で大きく変わるため、条件つきの数値として原典確認が必要。,jr_047,,,
289,beauty,289_beauty_sunscreen-for-children.md,「生涯に浴びる紫外線の相当部分を18歳までに浴びる」— よく引用される「18歳までに生涯の約8割」説は近年見直されており（推計約2〜3割とする報告もある）、2020年版マニュアルの記載を要確認。,jr_047,,,
290,beauty,290_beauty_home-hair-removal-devices.md,「エステの光脱毛で『永久脱毛』『医療と同等』の表示は景表法・医療法上問題」— 個別の措置命令・行政指導事例を特定できていない。,jr_047,,,
290,beauty,290_beauty_home-hair-removal-devices.md,「家庭用光脱毛器は雑貨（医療機器でも医薬部外品でもない）」— 薬機法上の位置づけを示す一次資料を確認できていない。,jr_047,,,
290,beauty,290_beauty_home-hair-removal-devices.md,「照射間隔は多くは2週間に1回」という製品横断の数値。,jr_047,,,
290,beauty,290_beauty_home-hair-removal-devices.md,「特定商取引法のクーリングオフ」— エステ脱毛は特定継続的役務提供（期間1か月超・金額5万円超）で法定書面受領から8日間とされるが、本セッションの検索上限に達したため条文・要件を確認できなかった。家庭用脱毛器の通信販売にはクーリング・オフ制度がない点も要検討。,jr_047,,,
291,fashion,291_fashion_washing-blankets.md,「シーズンに2〜3回」という毛布の洗濯頻度——検索予算切れにより裏取り未了。,jr_048,,,
291,fashion,291_fashion_washing-blankets.md,「寝汗（1晩に約200mL）」——寝具・アパレル各社が広く用いる数値だが、出典となる公的・学術資料を特定できていない。,jr_048,,,
291,fashion,291_fashion_washing-blankets.md,「毛布1枚（シングル、約1.5〜2kg）」「コインランドリーの大型機（15〜25kg）」——一般の案内とおおむね整合するが（シングル毛布は容量7kg以上、布団は15kg以上、毛布・こたつ布団は25kg前後）、一次情報での確認は未了。,jr_048,,,
291,fashion,291_fashion_washing-blankets.md,「毛布には桶に数字（40が多い）」——毛布の洗濯表示で40が多いという分布のデータは未確認。,jr_048,,,
291,fashion,291_fashion_washing-blankets.md,出典「一般財団法人家電製品協会『洗濯機の上手な使い方（毛布・大物）』」——協会名とドメイン（aeha.or.jp）は実在を確認したが、この表題のページの存在は確認できず。URLもトップページのみでリンク先が特定されていない。,jr_048,,,
292,fashion,292_fashion_suit-care.md,「クリーニングはシーズンに1〜2回」——業界の一般的な目安として流布しているが、公的・団体の明示的な推奨としては未確認。,jr_048,,,
292,fashion,292_fashion_suit-care.md,「保管は不織布のカバー、防虫剤を上に」——防虫成分の蒸気は空気より重いため上に置くという説明の裏取りが検索予算切れで未了。,jr_048,,,
292,fashion,292_fashion_suit-care.md,出典の全ク連（zenkuren.or.jp）・QTEC（qtec.or.jp）は団体名・ドメインとも実在を確認したが、いずれもトップページのみで、「クリーニングQ&A（スーツ・汗抜き）」「毛製品の取扱い」という該当ページの存在は未確認。,jr_048,,,
293,fashion,293_fashion_removing-wrinkles-with-steam.md,出典QTEC（qtec.or.jp）はトップページのみで、記事のどの記述に対応する資料か不明。,jr_048,,,
293,fashion,293_fashion_removing-wrinkles-with-steam.md,衣類スチーマーによる熱湯吹き出し・やけど事故の具体的件数・公表資料（NITEまたは事故情報データバンク）を特定できていない。,jr_048,,,
294,fashion,294_fashion_protecting-leather-bags-from-rain.md,「合皮は水に強いが加水分解」——加水分解自体は確認できたが、寿命の目安（記事には記載なし）は情報源により2〜3年から3〜5年と幅がある。,jr_048,,,
294,fashion,294_fashion_protecting-leather-bags-from-rain.md,出典「日本皮革産業連合会『革製品のお手入れ（雨に濡れたとき）』」——団体名（一般社団法人）とドメイン（jlia.or.jp）は確認したが、該当ページは未特定（トップページのみ）。「部分的に濡れたら全体を湿らせる」が皮革業界で案内される方法だという記述の一次確認も未了。,jr_048,,,
295,fashion,295_fashion_using-a-lint-shaver.md,「毛玉取り器で穴を開けたという相談は、押し当てすぎ・薄手の生地・ボタン付近が典型」——相談事例としての帰属先（国民生活センター等）が本文にも出典にもなく、裏取りできていない。,jr_048,,,
295,fashion,295_fashion_using-a-lint-shaver.md,出典QTEC「毛玉（ピリング）の発生と対策」——QTECにピリングの解説ページ（www.qtec.or.jp/work/20160331_321.html）とピリング試験（JIS L 1076）の説明は実在するが、記事が挙げるURLはトップページのみ。,jr_048,,,
295,fashion,295_fashion_using-a-lint-shaver.md,出典「経済産業省『電気用品安全法（PSE）』」——URLのパス（meti.go.jp/policy/consumer/seian/denan/）は実在を確認。ただし電動毛玉取り器本体（乾電池式・充電式）が電安法の対象外であること、ACアダプター・充電器（直流電源装置）が対象であることの条文レベルの確認は未了。,jr_048,,,
296,fashion,296_fashion_belt-care.md,「合皮は加水分解で数年で剥がれる」— 複数のクリーニング業界資料でポリウレタンの劣化は概ね2〜3年とされ整合するが、ベルト固有のデータは未確認。,jr_049,,,
296,fashion,296_fashion_belt-care.md,バックル周りの緑青は「銅を含む金属と汗の反応」。一般的な化学の説明としては妥当だが、一次資料（公的機関・学会）での裏づけは取れていない。,jr_049,,,
296,fashion,296_fashion_belt-care.md,日本皮膚科学会「皮膚科Q&A 金属アレルギー」の該当ページURL。出典は /qa/ の総目次のみで、金属アレルギー（接触皮膚炎）の個別ページを特定できていない。,jr_049,,,
297,fashion,297_fashion_sunglasses-storage-and-lenses.md,「プラスチックレンズは熱に弱く（60℃前後）」— 夏の車内が60℃前後、ダッシュボードが70〜80℃に達することはJAFの試験で確認できたが、レンズ側の耐熱温度60℃という数値の一次資料は未確認。,jr_049,,,
297,fashion,297_fashion_sunglasses-storage-and-lenses.md,「濃い色で紫外線カットのないレンズは瞳孔が開いて紫外線を多く取り込む」— 広く流布した説明だが、一次資料での裏づけ未確認。,jr_049,,,
297,fashion,297_fashion_sunglasses-storage-and-lenses.md,環境省「紫外線環境保健マニュアル2020」が白内障・翼状片を挙げ、サングラスと帽子を勧めているという記述。PDF本文を開いての確認は未実施。,jr_049,,,
298,fashion,298_fashion_underarm-sweat-stains.md,「綿は黄ばみやすい、ポリエステルは匂いが残りやすい」という繊維別の傾向。一次資料未確認。,jr_049,,,
298,fashion,298_fashion_underarm-sweat-stains.md,出典3「厚生労働省『医薬部外品の効能効果の範囲』（制汗剤）」— 掲載URLは化粧品・医薬部外品の総合ページで該当通知を特定できず、かつ本文にこの出典が支える記述が見当たらない。削除または差し替えの要否を人が判断してください。,jr_049,,,
298,fashion,298_fashion_underarm-sweat-stains.md,酸素系漂白剤（粉末）を40〜50℃で30分〜2時間つけ置きという数値。洗剤メーカーの一般的案内と整合するが、公的・業界団体の一次資料は未確認。,jr_049,,,
299,fashion,299_fashion_shoe-odour.md,「10円硬貨（銅）の消臭効果は限定的」という評価。検証データは見つからなかった。,jr_049,,,
299,fashion,299_fashion_shoe-odour.md,「紫外線の殺菌効果は表面のみ」「直射日光は革を硬くし合皮を劣化させる」— 皮革団体の資料での裏づけ未確認。,jr_049,,,
299,fashion,299_fashion_shoe-odour.md,足の発汗量「1日約200mL」。生活情報記事では『コップ1杯分＝約200mL』として広く流通しているが、公的な一次資料は未確認。,jr_049,,,
300,fashion,300_fashion_how-to-lace-and-wear-shoes.md,「ひもを緩めたまま履くと外反母趾・巻き爪・膝の負担の一因」という因果。学会の一般向け説明での明記は未確認（本文は「とされます」と留保済み）。,jr_049,,,
300,fashion,300_fashion_how-to-lace-and-wear-shoes.md,子どもの靴「3〜6か月でサイズを確認」「つま先の余裕は0.5〜1cm」。シューフィッター団体や業界の案内では『3歳以上は4か月に1度』『つま先5〜8mm』とするものもあり、数値の出どころを確認してください。,jr_049,,,
300,fashion,300_fashion_how-to-lace-and-wear-shoes.md,日本靴医学会に「正しい靴の選び方・履き方」という一般向けページが実在するか（公式サイト kutsuigaku.com 内で未確認）。,jr_049,,,
301,health,301_health_bath-timing-before-bed.md,「熱い湯（42℃以上）は交感神経を高め覚醒方向に働く」の公的資料上の裏づけ（一般に流布する説明だが、睡眠ガイド2023に同趣旨の記載があるかは未確認）。,jr_050,,,
301,health,301_health_bath-timing-before-bed.md,入浴で深部体温が0.5〜1℃上がる、という数値。生理学の一般的説明とされるが、湯温・入浴時間で大きく変わり、出典が特定できなかった。,jr_050,,,
301,health,301_health_bath-timing-before-bed.md,睡眠ガイド2023の確定版本文に「就寝1〜2時間前の入浴」という表現がそのまま含まれるか（二次情報では複数が同趣旨を紹介、原文未確認）。,jr_050,,,
302,health,302_health_bedroom-lighting.md,e-ヘルスネット「体内時計と光」という表題の記事の存在と、URL heart/k-02-002.html の対応。体内時計と光の解説は「快眠と生活習慣」(heart/k-01-004.html) に含まれることは確認できたが、k-02-002 の内容は特定できなかった。,jr_050,,,
302,health,302_health_bedroom-lighting.md,常夜灯（豆電球）の照度が「1〜数ルクス」という数値。製品仕様に依存し、公的な出典を特定できなかった。,jr_050,,,
302,health,302_health_bedroom-lighting.md,曇天でも屋外は「数千ルクス」という数値の出典。,jr_050,,,
303,health,303_health_mattress-firmness.md,敷布団の厚み「3〜5cm以上」、買い替え目安「7〜10年」の根拠（業界の一般的な案内と思われるが出典未特定）。,jr_050,,,
303,health,303_health_mattress-firmness.md,日本整形外科学会が寝具について「体が沈み込まず、寝返りしやすいもの」と案内している、という記述。同学会の腰痛ページに該当文言があるか確認できなかった（腰痛診療ガイドライン2019改訂第2版が最新版であることは確認済み）。,jr_050,,,
304,health,304_health_iron-intake.md,20〜40代女性の鉄摂取量「約6.5〜7mg」の最新年次（令和6年調査）の実数値。,jr_050,,,
304,health,304_health_iron-intake.md,ヘモグロビン12g/dL未満の女性が20〜40代で約15〜20%という割合。令和元年調査で約15%という二次情報はあるが、最新年次の値は確認できなかった。,jr_050,,,
304,health,304_health_iron-intake.md,個別食品の鉄含有量（豚レバー50gで6.5mg、あさり水煮30gで8.9mg 等）。八訂増補2023年の100g値からの換算としては整合するが、原表未確認。なお成分表は八訂増補2023年が最新で、九訂は未公表であることは確認済み。,jr_050,,,
304,health,304_health_iron-intake.md,食事摂取基準2025年版のURL（mhlw.go.jp/stf/newpage_44138.html）が実際に鉄の基準を含むページかどうか。,jr_050,,,
305,health,305_health_chewing-well.md,「満腹感は食事開始から15〜20分で脳に伝わる」の出典。,jr_050,,,
305,health,305_health_chewing-well.md,唾液の分泌量「1日1〜1.5L」の出典。,jr_050,,,
305,health,305_health_chewing-well.md,噛ミング30の出典URL（mhlw.go.jp/stf/seisakunitsuite/.../shika/）が噛ミング30の資料を含むか。2009年7月の「歯科保健と食育の在り方に関する検討会」報告書で提唱されたことは確認済み。,jr_050,,,
306,health,306_health_sugar-intake.md,国民健康・栄養調査の「砂糖・甘味料類 約6〜8g／日」。令和6年調査結果の概要が公表されているため、最新年の値で更新してください。,jr_051,,,
306,health,306_health_sugar-intake.md,砂糖類の1人1年当たり供給量「約15〜17kg」。令和5年度食料需給表の砂糖類供給量として20.1kgという数値も検索で確認され、粗食料か純食料かで差がある可能性。原典（食料需給表 品目別累年表）で純食料ベースの最新値を確認してください。,jr_051,,,
306,health,306_health_sugar-intake.md,誤解1の「基準がないのは、日本の調査で糖類の摂取量を正確に把握するデータが不足していたため」という理由づけ。食事摂取基準の本文での説明を確認してください。,jr_051,,,
306,health,306_health_sugar-intake.md,食事摂取基準（2025年版）の炭水化物の目標量50〜65%エネルギー、および糖類の目標量が設定されていないこと。策定検討会報告書の炭水化物の分割版PDFで確認が必要。,jr_051,,,
306,health,306_health_sugar-intake.md,飲料・食品の糖類目安（スポーツドリンク500mL約25〜30g、缶コーヒー185mL約10〜15g、野菜ジュース200mL約10〜15g、ヨーグルト100g約10g、板チョコ50g約25g）。製品表示ベースの概数で、代表製品を特定して確認してください。コーラ500mLの約55gは日本コカ・コーラの56.5gと整合します。,jr_051,,,
307,health,307_health_taking-the-stairs.md,「1日に往復で200段上れば約5〜10分の中〜高強度の運動」。200段を上る時間の前提が不明で、1段1秒なら約3分強。前提を明記するか削除の検討を。,jr_051,,,
307,health,307_health_taking-the-stairs.md,「ガイド2023が階段の利用を日常の工夫として明記」。ガイド2023本文での階段利用の記載箇所を確認してください。,jr_051,,,
307,health,307_health_taking-the-stairs.md,「東京の地下鉄の深い駅では地上まで100段以上」。出典欄が「—」で、具体的な駅名・段数の根拠が必要。,jr_051,,,
307,health,307_health_taking-the-stairs.md,「膝への負荷は上りが体重の約3倍、下りは約4〜5倍」。整形外科の一般的説明として広く流布するが、一次文献を特定できませんでした。,jr_051,,,
308,health,308_health_lower-back-stiffness.md,「これだけ体操」の普及状況、コルセットの長期常用による筋力低下の懸念。腰痛診療ガイドライン2019の該当CQで確認してください。,jr_051,,,
308,health,308_health_lower-back-stiffness.md,「強い施術で悪化した相談も国民生活センターにある」。国民生活センターの該当公表資料を特定してください。,jr_051,,,
308,health,308_health_lower-back-stiffness.md,「急性の激しい痛みは最初の1〜2日は冷やす」という案内。出典が「整形外科」とのみで、ガイドラインの記述とは異なる可能性。,jr_051,,,
308,health,308_health_lower-back-stiffness.md,"表の有訴者率「人口1,000人あたり 男性約90・女性約110」。2025（令和7）年調査の公表値に更新が必要（概況は2026年7月15日公表）。",jr_051,,,
309,health,309_health_air-conditioning-and-health.md,「屋外との差が5〜7℃以上で体の負担が増える」。出典欄が「—」で、根拠となる公的資料を特定できませんでした。,jr_051,,,
309,health,309_health_air-conditioning-and-health.md,環境省の「室温28℃を目安に」。複数の解説サイトで『28℃は設定温度ではなく室温の目安』という趣旨は確認できましたが、環境省熱中症予防情報サイトの原文表現は未確認。また2024年施行の改正気候変動適応法による熱中症特別警戒アラートへの言及を追加する余地があります。,jr_051,,,
310,health,310_health_vitamin-d-and-sunlight.md,「実際の摂取量（20歳以上）約6〜7μg」。国民健康・栄養調査の最新年（令和6年）の値で確認・更新してください。,jr_051,,,
310,health,310_health_vitamin-d-and-sunlight.md,環境省「紫外線環境保健マニュアル2020」が『紫外線対策とビタミンD確保は矛盾しない』としている旨。原文の該当箇所を確認してください（同マニュアルの最新版の有無も要確認）。,jr_051,,,
310,health,310_health_vitamin-d-and-sunlight.md,食品のビタミンD値のうち、鮭1切れ80g約26μg・さんま1尾約16μg・きくらげ乾2g約1.7μg・しいたけ干し3個約0.4μg。八訂増補2023年の該当食品番号で確認してください。,jr_051,,,
311,trend,311_trend_storing-garlic-and-ginger.md,にんにく丸のまま常温1〜2か月、皮むき冷蔵1〜2週間、刻み冷凍1〜2か月、しょうが2〜3週間などの日数の目安（公的一次情報での裏取りができず、メーカー・料理サイトの一般的案内にとどまる）,jr_052,,,
311,trend,311_trend_storing-garlic-and-ginger.md,チューブ入りにんにく・しょうがの「開封後は要冷蔵」「1か月程度」という表示の実態（メーカー表示の網羅確認は未実施）,jr_052,,,
311,trend,311_trend_storing-garlic-and-ginger.md,食品安全委員会「ボツリヌス症について」がにんにくの油漬けに言及しているか（同資料は蜂蜜・いずし等が中心と見られる）,jr_052,,,
312,trend,312_trend_storing-cheese.md,「クッキングシート＋ラップやチーズペーパー」がチーズ専門店の一般的案内であること（三越伊勢丹等の記事はラップ単独を避ける点で整合するが、C.P.A.の公式見解としては未確認）,jr_052,,,
312,trend,312_trend_storing-cheese.md,プロセスチーズ開封後1〜2週間、ハード2〜4週間、白カビ1〜2週間、青カビ2〜3週間などの日数（チーズ専門店・メーカー案内に近いが、C.P.A.の該当資料は特定できず）,jr_052,,,
313,trend,313_trend_storing-salt-and-sugar.md,塩を固まらせないために炒った米を数粒入れるという生活の知恵の効果,jr_052,,,
313,trend,313_trend_storing-salt-and-sugar.md,塩事業センターの「塩の保存」ページの具体的な記述内容（https://www.shiojigyo.com/ のトップのみで該当ページ未特定）,jr_052,,,
314,trend,314_trend_kitchen-cloths-and-paper-towels.md,「キッチンペーパーは食品衛生法上の『器具』ではなく雑貨」という整理（ポジティブリスト制度の対象範囲との関係は一次情報で要確認）,jr_052,,,
314,trend,314_trend_kitchen-cloths-and-paper-towels.md,ふきんの煮沸5分・塩素系漂白剤の表示濃度で数分・電子レンジ1〜2分という具体的な条件の出典,jr_052,,,
314,trend,314_trend_kitchen-cloths-and-paper-towels.md,東京都健康安全研究センター「家庭の台所の細菌汚染に関する調査」という公表資料の存在そのもの,jr_052,,,
315,trend,315_trend_choosing-pots-and-pans.md,IH対応可否の素材別の整理（アルミ単体・銅・非対応土鍋は不可）についての一次情報,jr_052,,,
315,trend,315_trend_choosing-pots-and-pans.md,フッ素樹脂加工の寿命1〜3年という目安,jr_052,,,
316,trend,316_trend_rice-cooker-tips.md,「味は5〜6時間で低下」という時間の根拠（栄養士・メーカー記事では同様の目安だが公的資料は未確認）,jr_053,,,
316,trend,316_trend_rice-cooker-tips.md,保温の消費電力15〜20W、1時間0.4〜0.6円、12時間で約5〜7円という内訳（民間試算では1時間約0.5円が一般的だが、一次資料での確認が必要）,jr_053,,,
316,trend,316_trend_rice-cooker-tips.md,内釜での洗米に関する各メーカーの可否表示の実態,jr_053,,,
